FAQ_Question,FAQ_Answer,Most_Similar_MOJ_Description,MOJ_Similarity_Score
ما هي خطوات رفع صحيفة دعوى إصابة العمل في المحكمة العمالية؟,الدخول لبوابة ناجز ثم تسجيل الدخول عبر النفاذ الوطني الموحد ثم اختيار القضاء ثم صحيفة الدعوى ثم طلب جديد ثم اختيار التصنيف الرئيسي (عمالية) ثم اختيار التصنيف الفرعي (تعويض) ثم اختيار نوع الدعوى (إصابة العمل).,1- ترفع الدعوى من المدعي بصحيفة -موقعة منه أو ممن يمثله- تودع لدى المحكمة من أصل وصور بعدد المدعى عليهم.  ويجب أن تشمل صحيفة الدعوى البيانات الآتية:  أ- الاسم الكامل للمدعي، ورقم هويته، ومهنته أو وظيفته، ومكان إقامته، ومكان عمله، والاسم الكامل لمَنْ يمثله، ورقم هويته، ومهنته أو وظيفته، ومكان إقامته ومكان عمله.  ب- الاسم الكامل للمدعى عليه، وما يتوافر من معلومات عن مهنته أو وظيفته، ومكان إقامته ومكان عمله، فإن لم يكن له مكان إقامة معلوم فآخر مكان إقامة كان له.  ج- تاريخ تقديم الصحيفة.  د- المحكمة المرفوعة أمامها الدعوى.  هـ- مكان إقامة مختار للمدعي في البلد الذي فيه مقر المحكمة إن لم يكن له مكان إقامة فيها.  و- موضوع الدعوى، وما يطلبه المدعي، وأسانيده.  ويكتفى بالنسبة إلى الأجهزة الحكومية في الفقرات (أ، ب، هـ) من هذه المادة بذكر الاسم والمقر.  وللمجلس الأعلى للقضاء عند الاقتضاء إضافة ما يلزم من وسائل وبيانات أخرى.  2- لا يجمع في صحيفة الدعوى بين عدة طلبات لا رابط بينها.  3- أ- تسري على المنازعات العمالية الجماعية القواعد والإجراءات المقررة في المنازعات العمالية الأخرى، مالم يقرر المجلس الأعلى للقضاء خلاف ذلك.  ب- تكون المنازعة العمالية جماعية عندما تنشأ المنازعة بين واحد (أو أكثر) من أصحاب العمل وجميع عماله، أو فريق منهم، بسبب العمل أو شروط العمل.,0.647468284
ما هي خطوات رفع صحيفة دعوى اعتراض على إيقاع العقوبات النظامية في المحكمة العمالية؟,الدخول لبوابة ناجز ثم تسجيل الدخول عبر النفاذ الوطني الموحد ثم اختيار القضاء ثم صحيفة الدعوى ثم طلب جديد ثم اختيار التصنيف الرئيسي (عمالية) ثم اختيار التصنيف الفرعي (اعتراض على قرارات) ثم اختيار نوع الدعوى (إيقاع العقوبات النظامية).,1- ترفع الدعوى من المدعي بصحيفة -موقعة منه أو ممن يمثله- تودع لدى المحكمة من أصل وصور بعدد المدعى عليهم.  ويجب أن تشمل صحيفة الدعوى البيانات الآتية:  أ- الاسم الكامل للمدعي، ورقم هويته، ومهنته أو وظيفته، ومكان إقامته، ومكان عمله، والاسم الكامل لمَنْ يمثله، ورقم هويته، ومهنته أو وظيفته، ومكان إقامته ومكان عمله.  ب- الاسم الكامل للمدعى عليه، وما يتوافر من معلومات عن مهنته أو وظيفته، ومكان إقامته ومكان عمله، فإن لم يكن له مكان إقامة معلوم فآخر مكان إقامة كان له.  ج- تاريخ تقديم الصحيفة.  د- المحكمة المرفوعة أمامها الدعوى.  هـ- مكان إقامة مختار للمدعي في البلد الذي فيه مقر المحكمة إن لم يكن له مكان إقامة فيها.  و- موضوع الدعوى، وما يطلبه المدعي، وأسانيده.  ويكتفى بالنسبة إلى الأجهزة الحكومية في الفقرات (أ، ب، هـ) من هذه المادة بذكر الاسم والمقر.  وللمجلس الأعلى للقضاء عند الاقتضاء إضافة ما يلزم من وسائل وبيانات أخرى.  2- لا يجمع في صحيفة الدعوى بين عدة طلبات لا رابط بينها.  3- أ- تسري على المنازعات العمالية الجماعية القواعد والإجراءات المقررة في المنازعات العمالية الأخرى، مالم يقرر المجلس الأعلى للقضاء خلاف ذلك.  ب- تكون المنازعة العمالية جماعية عندما تنشأ المنازعة بين واحد (أو أكثر) من أصحاب العمل وجميع عماله، أو فريق منهم، بسبب العمل أو شروط العمل.,0.625582898
ما هي خطوات رفع صحيفة دعوى إقامة حارس قضائي في محكمة الأحوال الشخصية؟,الدخول لبوابة ناجز ثم تسجيل الدخول عبر النفاذ الوطني الموحد ثم اختيار القضاء ثم صحيفة الدعوى ثم طلب جديد ثم اختيار التصنيف الرئيسي (أحوال شخصية) ثم اختيار التصنيف الفرعي (التصنيف العام) ثم اختيار نوع الدعوى (إقامة حارس قضائي).,إذا أنفق الحارس على الأموال محل الحراسة من ماله الخاص فله الرجوع على ذوي الشأن، فإن امتنعوا فله إقامة الدعوى ضدهم بصحيفة ترفع وفقًا للإجراءات المعتادة إلى الدائرة التي أقامته، ما لم تكن الدعوى الأصلية مرفوعة لدى محكمة أخرى فتختص بها.,0.602456745
ما هي خطوات رفع صحيفة دعوى الإعسار في محكمة التنفيذ؟,الدخول لبوابة ناجز ثم تسجيل الدخول عبر النفاذ الوطني الموحد ثم اختيار القضاء ثم صحيفة الدعوى ثم طلب جديد ثم اختيار التصنيف الرئيسي (تنفيذ) ثم اختيار التصنيف الفرعي (دعوى الإعسار أو الملاءة) ثم اختيار نوع الدعوى (دعوى الإعسار).,1.ترفع الدعوى بصحيفة تودع لدى المحكمة، وتحدد اللائحة الدعاوى التي يجب رفعها من محامٍ.  2.يجب أن تتضمن صحيفة الدعوى الآتي:  أ-بيانات الأطراف وممثليهم وصفاتهم وعناوينهم، والبيانات والوثائق التي تحددها اللائحة.  ب-حصر الطلبات، وتحديد جميع أسانيد الدعوى.  3.لا يجمع في صحيفة الدعوى بين عدة طلبات لا رابط بينها.,0.614195649
ما هي خطوات رفع صحيفة دعوى الامتناع في محكمة التنفيذ؟,الدخول لبوابة ناجز ثم تسجيل الدخول عبر النفاذ الوطني الموحد ثم اختيار القضاء ثم صحيفة الدعوى ثم طلب جديد ثم اختيار التصنيف الرئيسي (تنفيذ) ثم اختيار التصنيف الفرعي (الامتناع عن قبول السند) ثم اختيار نوع الدعوى (الامتناع).,1.ترفع الدعوى بصحيفة تودع لدى المحكمة، وتحدد اللائحة الدعاوى التي يجب رفعها من محامٍ.  2.يجب أن تتضمن صحيفة الدعوى الآتي:  أ-بيانات الأطراف وممثليهم وصفاتهم وعناوينهم، والبيانات والوثائق التي تحددها اللائحة.  ب-حصر الطلبات، وتحديد جميع أسانيد الدعوى.  3.لا يجمع في صحيفة الدعوى بين عدة طلبات لا رابط بينها.,0.627996928
ما هي خطوات رفع صحيفة دعوى التعويض عن أضرار التقاضي في المحكمة الجزائية؟,الدخول لبوابة ناجز ثم تسجيل الدخول عبر النفاذ الوطني الموحد ثم اختيار القضاء ثم صحيفة الدعوى ثم طلب جديد ثم اختيار التصنيف الرئيسي (جزائية) ثم اختيار التصنيف الفرعي (مطالبات مالية) ثم اختيار نوع الدعوى (التعويض عن أضرار التقاضي).,1.ترفع الدعوى بصحيفة تودع لدى المحكمة، وتحدد اللائحة الدعاوى التي يجب رفعها من محامٍ.  2.يجب أن تتضمن صحيفة الدعوى الآتي:  أ-بيانات الأطراف وممثليهم وصفاتهم وعناوينهم، والبيانات والوثائق التي تحددها اللائحة.  ب-حصر الطلبات، وتحديد جميع أسانيد الدعوى.  3.لا يجمع في صحيفة الدعوى بين عدة طلبات لا رابط بينها.,0.632429628
ما هي خطوات رفع صحيفة دعوى التعويض عن أضرار التقاضي في المحكمة العامة؟,الدخول لبوابة ناجز ثم تسجيل الدخول عبر النفاذ الوطني الموحد ثم اختيار القضاء ثم صحيفة الدعوى ثم طلب جديد ثم اختيار التصنيف الرئيسي (عامة) ثم اختيار التصنيف الفرعي (مالية) ثم اختيار نوع الدعوى (التعويض عن أضرار التقاضي).,1.ترفع الدعوى بصحيفة تودع لدى المحكمة، وتحدد اللائحة الدعاوى التي يجب رفعها من محامٍ.  2.يجب أن تتضمن صحيفة الدعوى الآتي:  أ-بيانات الأطراف وممثليهم وصفاتهم وعناوينهم، والبيانات والوثائق التي تحددها اللائحة.  ب-حصر الطلبات، وتحديد جميع أسانيد الدعوى.  3.لا يجمع في صحيفة الدعوى بين عدة طلبات لا رابط بينها.,0.623483821
ما هي خطوات رفع صحيفة دعوى التعويض عن أضرار التقاضي في المحكمة العمالية؟,الدخول لبوابة ناجز ثم تسجيل الدخول عبر النفاذ الوطني الموحد ثم اختيار القضاء ثم صحيفة الدعوى ثم طلب جديد ثم اختيار التصنيف الرئيسي (عمالية) ثم اختيار التصنيف الفرعي (تعويض) ثم اختيار نوع الدعوى (التعويض عن أضرار التقاضي).,1- ترفع الدعوى من المدعي بصحيفة -موقعة منه أو ممن يمثله- تودع لدى المحكمة من أصل وصور بعدد المدعى عليهم.  ويجب أن تشمل صحيفة الدعوى البيانات الآتية:  أ- الاسم الكامل للمدعي، ورقم هويته، ومهنته أو وظيفته، ومكان إقامته، ومكان عمله، والاسم الكامل لمَنْ يمثله، ورقم هويته، ومهنته أو وظيفته، ومكان إقامته ومكان عمله.  ب- الاسم الكامل للمدعى عليه، وما يتوافر من معلومات عن مهنته أو وظيفته، ومكان إقامته ومكان عمله، فإن لم يكن له مكان إقامة معلوم فآخر مكان إقامة كان له.  ج- تاريخ تقديم الصحيفة.  د- المحكمة المرفوعة أمامها الدعوى.  هـ- مكان إقامة مختار للمدعي في البلد الذي فيه مقر المحكمة إن لم يكن له مكان إقامة فيها.  و- موضوع الدعوى، وما يطلبه المدعي، وأسانيده.  ويكتفى بالنسبة إلى الأجهزة الحكومية في الفقرات (أ، ب، هـ) من هذه المادة بذكر الاسم والمقر.  وللمجلس الأعلى للقضاء عند الاقتضاء إضافة ما يلزم من وسائل وبيانات أخرى.  2- لا يجمع في صحيفة الدعوى بين عدة طلبات لا رابط بينها.  3- أ- تسري على المنازعات العمالية الجماعية القواعد والإجراءات المقررة في المنازعات العمالية الأخرى، مالم يقرر المجلس الأعلى للقضاء خلاف ذلك.  ب- تكون المنازعة العمالية جماعية عندما تنشأ المنازعة بين واحد (أو أكثر) من أصحاب العمل وجميع عماله، أو فريق منهم، بسبب العمل أو شروط العمل.,0.644528483
ما هي خطوات رفع صحيفة دعوى التعويض عن أضرار التقاضي في محكمة الأحوال الشخصية؟,الدخول لبوابة ناجز ثم تسجيل الدخول عبر النفاذ الوطني الموحد ثم اختيار القضاء ثم صحيفة الدعوى ثم طلب جديد ثم اختيار التصنيف الرئيسي (أحوال شخصية) ثم اختيار التصنيف الفرعي (التصنيف العام) ثم اختيار نوع الدعوى (التعويض عن أضرار التقاضي).,1.ترفع الدعوى بصحيفة تودع لدى المحكمة، وتحدد اللائحة الدعاوى التي يجب رفعها من محامٍ.  2.يجب أن تتضمن صحيفة الدعوى الآتي:  أ-بيانات الأطراف وممثليهم وصفاتهم وعناوينهم، والبيانات والوثائق التي تحددها اللائحة.  ب-حصر الطلبات، وتحديد جميع أسانيد الدعوى.  3.لا يجمع في صحيفة الدعوى بين عدة طلبات لا رابط بينها.,0.623462965
ما هي خطوات رفع صحيفة دعوى التعويض عن أضرار التقاضي في محكمة التنفيذ؟,الدخول لبوابة ناجز ثم تسجيل الدخول عبر النفاذ الوطني الموحد ثم اختيار القضاء ثم صحيفة الدعوى ثم طلب جديد ثم اختيار التصنيف الرئيسي (تنفيذ) ثم اختيار التصنيف الفرعي (منازعات غير شكلية) ثم اختيار نوع الدعوى (التعويض عن أضرار التقاضي).,1.ترفع الدعوى بصحيفة تودع لدى المحكمة، وتحدد اللائحة الدعاوى التي يجب رفعها من محامٍ.  2.يجب أن تتضمن صحيفة الدعوى الآتي:  أ-بيانات الأطراف وممثليهم وصفاتهم وعناوينهم، والبيانات والوثائق التي تحددها اللائحة.  ب-حصر الطلبات، وتحديد جميع أسانيد الدعوى.  3.لا يجمع في صحيفة الدعوى بين عدة طلبات لا رابط بينها.,0.63140895
ما هي خطوات رفع صحيفة دعوى التعويض عن السجن في المحكمة الجزائية؟,الدخول لبوابة ناجز ثم تسجيل الدخول عبر النفاذ الوطني الموحد ثم اختيار القضاء ثم صحيفة الدعوى ثم طلب جديد ثم اختيار التصنيف الرئيسي (جزائية) ثم اختيار التصنيف الفرعي (مطالبات مالية) ثم اختيار نوع الدعوى (التعويض عن السجن).,1.ترفع الدعوى بصحيفة تودع لدى المحكمة، وتحدد اللائحة الدعاوى التي يجب رفعها من محامٍ.  2.يجب أن تتضمن صحيفة الدعوى الآتي:  أ-بيانات الأطراف وممثليهم وصفاتهم وعناوينهم، والبيانات والوثائق التي تحددها اللائحة.  ب-حصر الطلبات، وتحديد جميع أسانيد الدعوى.  3.لا يجمع في صحيفة الدعوى بين عدة طلبات لا رابط بينها.,0.608871701
ما هي خطوات رفع صحيفة دعوى التعويض عن عدم التسجيل في التأمينات في المحكمة العمالية؟,الدخول لبوابة ناجز ثم تسجيل الدخول عبر النفاذ الوطني الموحد ثم اختيار القضاء ثم صحيفة الدعوى ثم طلب جديد ثم اختيار التصنيف الرئيسي (عمالية) ثم اختيار التصنيف الفرعي (تعويض) ثم اختيار نوع الدعوى (التعويض عن عدم التسجيل في التأمينات).,1- ترفع الدعوى من المدعي بصحيفة -موقعة منه أو ممن يمثله- تودع لدى المحكمة من أصل وصور بعدد المدعى عليهم.  ويجب أن تشمل صحيفة الدعوى البيانات الآتية:  أ- الاسم الكامل للمدعي، ورقم هويته، ومهنته أو وظيفته، ومكان إقامته، ومكان عمله، والاسم الكامل لمَنْ يمثله، ورقم هويته، ومهنته أو وظيفته، ومكان إقامته ومكان عمله.  ب- الاسم الكامل للمدعى عليه، وما يتوافر من معلومات عن مهنته أو وظيفته، ومكان إقامته ومكان عمله، فإن لم يكن له مكان إقامة معلوم فآخر مكان إقامة كان له.  ج- تاريخ تقديم الصحيفة.  د- المحكمة المرفوعة أمامها الدعوى.  هـ- مكان إقامة مختار للمدعي في البلد الذي فيه مقر المحكمة إن لم يكن له مكان إقامة فيها.  و- موضوع الدعوى، وما يطلبه المدعي، وأسانيده.  ويكتفى بالنسبة إلى الأجهزة الحكومية في الفقرات (أ، ب، هـ) من هذه المادة بذكر الاسم والمقر.  وللمجلس الأعلى للقضاء عند الاقتضاء إضافة ما يلزم من وسائل وبيانات أخرى.  2- لا يجمع في صحيفة الدعوى بين عدة طلبات لا رابط بينها.  3- أ- تسري على المنازعات العمالية الجماعية القواعد والإجراءات المقررة في المنازعات العمالية الأخرى، مالم يقرر المجلس الأعلى للقضاء خلاف ذلك.  ب- تكون المنازعة العمالية جماعية عندما تنشأ المنازعة بين واحد (أو أكثر) من أصحاب العمل وجميع عماله، أو فريق منهم، بسبب العمل أو شروط العمل.,0.60321321
ما هي خطوات رفع صحيفة دعوى التعويض عن مصاريف التقاضي في المحكمة التجارية؟,الدخول لبوابة ناجز ثم تسجيل الدخول عبر النفاذ الوطني الموحد ثم اختيار القضاء ثم صحيفة الدعوى ثم طلب جديد ثم اختيار التصنيف الرئيسي (تجاري) ثم اختيار التصنيف الفرعي (الطلبات القضائية) ثم اختيار نوع الدعوى (التعويض عن مصاريف التقاضي).,1.ترفع الدعوى بصحيفة تودع لدى المحكمة، وتحدد اللائحة الدعاوى التي يجب رفعها من محامٍ.  2.يجب أن تتضمن صحيفة الدعوى الآتي:  أ-بيانات الأطراف وممثليهم وصفاتهم وعناوينهم، والبيانات والوثائق التي تحددها اللائحة.  ب-حصر الطلبات، وتحديد جميع أسانيد الدعوى.  3.لا يجمع في صحيفة الدعوى بين عدة طلبات لا رابط بينها.,0.607057058
ما هي خطوات رفع صحيفة دعوى التعويض في محكمة التنفيذ؟,الدخول لبوابة ناجز ثم تسجيل الدخول عبر النفاذ الوطني الموحد ثم اختيار القضاء ثم صحيفة الدعوى ثم طلب جديد ثم اختيار التصنيف الرئيسي (تنفيذ) ثم اختيار التصنيف الفرعي (منازعات غير شكلية) ثم اختيار نوع الدعوى (دعوى التعويض).,1.ترفع الدعوى بصحيفة تودع لدى المحكمة، وتحدد اللائحة الدعاوى التي يجب رفعها من محامٍ.  2.يجب أن تتضمن صحيفة الدعوى الآتي:  أ-بيانات الأطراف وممثليهم وصفاتهم وعناوينهم، والبيانات والوثائق التي تحددها اللائحة.  ب-حصر الطلبات، وتحديد جميع أسانيد الدعوى.  3.لا يجمع في صحيفة الدعوى بين عدة طلبات لا رابط بينها.,0.640625577
ما هي خطوات رفع صحيفة دعوى الحراسة القضائية في المحكمة الجزائية؟,الدخول لبوابة ناجز ثم تسجيل الدخول عبر النفاذ الوطني الموحد ثم اختيار القضاء ثم صحيفة الدعوى ثم طلب جديد ثم اختيار التصنيف الرئيسي (جزائية) ثم اختيار التصنيف الفرعي (الطلبات القضائية) ثم اختيار نوع الدعوى (الحراسة القضائية).,1.ترفع الدعوى بصحيفة تودع لدى المحكمة، وتحدد اللائحة الدعاوى التي يجب رفعها من محامٍ.  2.يجب أن تتضمن صحيفة الدعوى الآتي:  أ-بيانات الأطراف وممثليهم وصفاتهم وعناوينهم، والبيانات والوثائق التي تحددها اللائحة.  ب-حصر الطلبات، وتحديد جميع أسانيد الدعوى.  3.لا يجمع في صحيفة الدعوى بين عدة طلبات لا رابط بينها.,0.630510638
ما هي خطوات رفع صحيفة دعوى الحوالة بعد صدور السند التنفيذي في محكمة التنفيذ؟,الدخول لبوابة ناجز ثم تسجيل الدخول عبر النفاذ الوطني الموحد ثم اختيار القضاء ثم صحيفة الدعوى ثم طلب جديد ثم اختيار التصنيف الرئيسي (تنفيذ) ثم اختيار التصنيف الفرعي (منازعات غير شكلية) ثم اختيار نوع الدعوى (الحوالة بعد صدور السند التنفيذي).,ترفع صحيفة الدعوى بعد توقيعها إلى المحكمة المختصة باسم رئيسها وفقا للنموذج المعتمد.,0.615285527
ما هي خطوات رفع صحيفة دعوى الدعاية والإعلان والتسويق في المحكمة التجارية؟,الدخول لبوابة ناجز ثم تسجيل الدخول عبر النفاذ الوطني الموحد ثم اختيار القضاء ثم صحيفة الدعوى ثم طلب جديد ثم اختيار التصنيف الرئيسي (تجاري) ثم اختيار التصنيف الفرعي (العقود التجارية) ثم اختيار نوع الدعوى (الدعاية والإعلان والتسويق).,1.ترفع الدعوى بصحيفة تودع لدى المحكمة، وتحدد اللائحة الدعاوى التي يجب رفعها من محامٍ.  2.يجب أن تتضمن صحيفة الدعوى الآتي:  أ-بيانات الأطراف وممثليهم وصفاتهم وعناوينهم، والبيانات والوثائق التي تحددها اللائحة.  ب-حصر الطلبات، وتحديد جميع أسانيد الدعوى.  3.لا يجمع في صحيفة الدعوى بين عدة طلبات لا رابط بينها.,0.605066836
ما هي خطوات رفع صحيفة دعوى الصلح بعد صدور السند التنفيذي في محكمة التنفيذ؟,الدخول لبوابة ناجز ثم تسجيل الدخول عبر النفاذ الوطني الموحد ثم اختيار القضاء ثم صحيفة الدعوى ثم طلب جديد ثم اختيار التصنيف الرئيسي (تنفيذ) ثم اختيار التصنيف الفرعي (منازعات غير شكلية) ثم اختيار نوع الدعوى (الصلح بعد صدور السند التنفيذي).,ترفع صحيفة الدعوى بعد توقيعها إلى المحكمة المختصة باسم رئيسها وفقا للنموذج المعتمد.,0.605843474
ما هي خطوات رفع صحيفة دعوى العمولات في المحكمة العمالية؟,الدخول لبوابة ناجز ثم تسجيل الدخول عبر النفاذ الوطني الموحد ثم اختيار القضاء ثم صحيفة الدعوى ثم طلب جديد ثم اختيار التصنيف الرئيسي (عمالية) ثم اختيار التصنيف الفرعي (حقوق مالية) ثم اختيار نوع الدعوى (العمولات).,1- ترفع الدعوى من المدعي بصحيفة -موقعة منه أو ممن يمثله- تودع لدى المحكمة من أصل وصور بعدد المدعى عليهم.  ويجب أن تشمل صحيفة الدعوى البيانات الآتية:  أ- الاسم الكامل للمدعي، ورقم هويته، ومهنته أو وظيفته، ومكان إقامته، ومكان عمله، والاسم الكامل لمَنْ يمثله، ورقم هويته، ومهنته أو وظيفته، ومكان إقامته ومكان عمله.  ب- الاسم الكامل للمدعى عليه، وما يتوافر من معلومات عن مهنته أو وظيفته، ومكان إقامته ومكان عمله، فإن لم يكن له مكان إقامة معلوم فآخر مكان إقامة كان له.  ج- تاريخ تقديم الصحيفة.  د- المحكمة المرفوعة أمامها الدعوى.  هـ- مكان إقامة مختار للمدعي في البلد الذي فيه مقر المحكمة إن لم يكن له مكان إقامة فيها.  و- موضوع الدعوى، وما يطلبه المدعي، وأسانيده.  ويكتفى بالنسبة إلى الأجهزة الحكومية في الفقرات (أ، ب، هـ) من هذه المادة بذكر الاسم والمقر.  وللمجلس الأعلى للقضاء عند الاقتضاء إضافة ما يلزم من وسائل وبيانات أخرى.  2- لا يجمع في صحيفة الدعوى بين عدة طلبات لا رابط بينها.  3- أ- تسري على المنازعات العمالية الجماعية القواعد والإجراءات المقررة في المنازعات العمالية الأخرى، مالم يقرر المجلس الأعلى للقضاء خلاف ذلك.  ب- تكون المنازعة العمالية جماعية عندما تنشأ المنازعة بين واحد (أو أكثر) من أصحاب العمل وجميع عماله، أو فريق منهم، بسبب العمل أو شروط العمل.,0.607707662
ما هي خطوات رفع صحيفة دعوى المال المحجوز يفوق مقدار الدين المطالب به في محكمة التنفيذ؟,الدخول لبوابة ناجز ثم تسجيل الدخول عبر النفاذ الوطني الموحد ثم اختيار القضاء ثم صحيفة الدعوى ثم طلب جديد ثم اختيار التصنيف الرئيسي (تنفيذ) ثم اختيار التصنيف الفرعي (منازعات غير شكلية) ثم اختيار نوع الدعوى (المال المحجوز يفوق مقدار الدين المطالب به).,1.ترفع الدعوى بصحيفة تودع لدى المحكمة، وتحدد اللائحة الدعاوى التي يجب رفعها من محامٍ.  2.يجب أن تتضمن صحيفة الدعوى الآتي:  أ-بيانات الأطراف وممثليهم وصفاتهم وعناوينهم، والبيانات والوثائق التي تحددها اللائحة.  ب-حصر الطلبات، وتحديد جميع أسانيد الدعوى.  3.لا يجمع في صحيفة الدعوى بين عدة طلبات لا رابط بينها.,0.601230179
ما هي خطوات رفع صحيفة دعوى المحاصة في محكمة التنفيذ؟,الدخول لبوابة ناجز ثم تسجيل الدخول عبر النفاذ الوطني الموحد ثم اختيار القضاء ثم صحيفة الدعوى ثم طلب جديد ثم اختيار التصنيف الرئيسي (تنفيذ) ثم اختيار التصنيف الفرعي (منازعات غير شكلية) ثم اختيار نوع الدعوى (المحاصة).,1.ترفع الدعوى بصحيفة تودع لدى المحكمة، وتحدد اللائحة الدعاوى التي يجب رفعها من محامٍ.  2.يجب أن تتضمن صحيفة الدعوى الآتي:  أ-بيانات الأطراف وممثليهم وصفاتهم وعناوينهم، والبيانات والوثائق التي تحددها اللائحة.  ب-حصر الطلبات، وتحديد جميع أسانيد الدعوى.  3.لا يجمع في صحيفة الدعوى بين عدة طلبات لا رابط بينها.,0.638154368
ما هي خطوات رفع صحيفة دعوى المطالبة بالحق الخاص في المحكمة الجزائية؟,الدخول لبوابة ناجز ثم تسجيل الدخول عبر النفاذ الوطني الموحد ثم اختيار القضاء ثم صحيفة الدعوى ثم طلب جديد ثم اختيار التصنيف الرئيسي (جزائية) ثم اختيار التصنيف الفرعي (الحق الخاص) ثم اختيار نوع الدعوى (المطالبة بالحق الخاص).,1.ترفع الدعوى بصحيفة تودع لدى المحكمة، وتحدد اللائحة الدعاوى التي يجب رفعها من محامٍ.  2.يجب أن تتضمن صحيفة الدعوى الآتي:  أ-بيانات الأطراف وممثليهم وصفاتهم وعناوينهم، والبيانات والوثائق التي تحددها اللائحة.  ب-حصر الطلبات، وتحديد جميع أسانيد الدعوى.  3.لا يجمع في صحيفة الدعوى بين عدة طلبات لا رابط بينها.,0.664329278
ما هي خطوات رفع صحيفة دعوى المقاصة بموجب سند تنفيذي في محكمة التنفيذ؟,الدخول لبوابة ناجز ثم تسجيل الدخول عبر النفاذ الوطني الموحد ثم اختيار القضاء ثم صحيفة الدعوى ثم طلب جديد ثم اختيار التصنيف الرئيسي (تنفيذ) ثم اختيار التصنيف الفرعي (منازعات غير شكلية) ثم اختيار نوع الدعوى (المقاصة بموجب سند تنفيذي).,1.ترفع الدعوى بصحيفة تودع لدى المحكمة، وتحدد اللائحة الدعاوى التي يجب رفعها من محامٍ.  2.يجب أن تتضمن صحيفة الدعوى الآتي:  أ-بيانات الأطراف وممثليهم وصفاتهم وعناوينهم، والبيانات والوثائق التي تحددها اللائحة.  ب-حصر الطلبات، وتحديد جميع أسانيد الدعوى.  3.لا يجمع في صحيفة الدعوى بين عدة طلبات لا رابط بينها.,0.612606361
ما هي خطوات رفع صحيفة دعوى المكاتب والمحلات التجارية في المحكمة التجارية؟,الدخول لبوابة ناجز ثم تسجيل الدخول عبر النفاذ الوطني الموحد ثم اختيار القضاء ثم صحيفة الدعوى ثم طلب جديد ثم اختيار التصنيف الرئيسي (تجاري) ثم اختيار التصنيف الفرعي (العقود التجارية) ثم اختيار نوع الدعوى (المكاتب والمحلات التجارية).,1.ترفع الدعوى بصحيفة تودع لدى المحكمة، وتحدد اللائحة الدعاوى التي يجب رفعها من محامٍ.  2.يجب أن تتضمن صحيفة الدعوى الآتي:  أ-بيانات الأطراف وممثليهم وصفاتهم وعناوينهم، والبيانات والوثائق التي تحددها اللائحة.  ب-حصر الطلبات، وتحديد جميع أسانيد الدعوى.  3.لا يجمع في صحيفة الدعوى بين عدة طلبات لا رابط بينها.,0.60708387
ما هي خطوات رفع صحيفة دعوى المكاتب والمحلات التجارية في المحكمة التجارية؟,الدخول لبوابة ناجز ثم تسجيل الدخول عبر النفاذ الوطني الموحد ثم اختيار القضاء ثم صحيفة الدعوى ثم طلب جديد ثم اختيار التصنيف الرئيسي (تجاري) ثم اختيار التصنيف الفرعي (العقود التجارية) ثم اختيار نوع الدعوى (المكاتب والمحلات التجارية).,1.ترفع الدعوى بصحيفة تودع لدى المحكمة، وتحدد اللائحة الدعاوى التي يجب رفعها من محامٍ.  2.يجب أن تتضمن صحيفة الدعوى الآتي:  أ-بيانات الأطراف وممثليهم وصفاتهم وعناوينهم، والبيانات والوثائق التي تحددها اللائحة.  ب-حصر الطلبات، وتحديد جميع أسانيد الدعوى.  3.لا يجمع في صحيفة الدعوى بين عدة طلبات لا رابط بينها.,0.60708387
ما هي خطوات رفع صحيفة دعوى الملاءة في محكمة التنفيذ؟,الدخول لبوابة ناجز ثم تسجيل الدخول عبر النفاذ الوطني الموحد ثم اختيار القضاء ثم صحيفة الدعوى ثم طلب جديد ثم اختيار التصنيف الرئيسي (تنفيذ) ثم اختيار التصنيف الفرعي (دعوى الإعسار أو الملاءة) ثم اختيار نوع الدعوى (دعوى الملاءة).,1.ترفع الدعوى بصحيفة تودع لدى المحكمة، وتحدد اللائحة الدعاوى التي يجب رفعها من محامٍ.  2.يجب أن تتضمن صحيفة الدعوى الآتي:  أ-بيانات الأطراف وممثليهم وصفاتهم وعناوينهم، والبيانات والوثائق التي تحددها اللائحة.  ب-حصر الطلبات، وتحديد جميع أسانيد الدعوى.  3.لا يجمع في صحيفة الدعوى بين عدة طلبات لا رابط بينها.,0.641279331
